URL,Title,Local Identifier,Date,Person 1,Person 2,Person 3,Person 4,Person 5,Place
https://calisphere.org/item/ark:/86086/n2w66hz4,"Isaac Asimov on panel, Pittcon",pittcon_1960_g4-2-n,1960,"Asimov, Isaac, 1920-1992",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2rj4gmp,"L. Sprague de Camp in conversation, Pittcon",pittcon_1960_g4-3-n,1960,"De Camp, L. Sprague (Lyon Sprague), 1907-2000",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2ms3qxd,"Hugo award portrait, Pittcon",pittcon_1960_g4-4-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2h1306s,"Hugo audience, Pittcon",pittcon_1960_g4-5-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2c827g2,"Hugo audience, Pittcon",pittcon_1960_g4-6-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n27h1grb,"Hugo audience, Pittcon",pittcon_1960_g5-1-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n23r0r11,"Hugo audience, Pittcon",pittcon_1960_g5-2-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n200008j,"Hugo audience, Pittcon",pittcon_1960_g5-3-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2v9867g,"Hugo audience, Pittcon",pittcon_1960_g5-4-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2qj7fhr,"John W. Campbell Hugo Presentation panel, Pittcon",pittcon_1960_g5-6-n,1960,"Campbell, John W., Jr. (John Wood), 1910-1971",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2ks6prk,"E.E. (Doc) Smith and Robert Heinlein at the Hugos, Pittcon",pittcon_1960_g6-1-n,1960,"Smith, E. E. (Edward Elmer), 1890-1965","Heinlein, Robert A. (Robert Anson), 1907-1988",,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2g15z1k,"Robert Heinlein on Hugo stage, Pittcon",pittcon_1960_g6-2-n,1960,"Heinlein, Robert A. (Robert Anson), 1907-1988",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2b85697,"Robert Heinlein accepting the Hugo, Pittcon",pittcon_1960_g6-3-n,1960,"Heinlein, Robert A. (Robert Anson), 1907-1988",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n26h4fkh,"Hugo audience, Pittcon",pittcon_1960_g6-4-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n22r3pvs,"Avram Davidson speaking at Hugos, Pittcon",pittcon_1960_g6-5-n,1960,"Davidson, Avram",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2z31wtk,"F.M. Busby with Hugo award, Pittcon",pittcon_1960_g6-6-n,1960,"Busby, F. M.",,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2tb153n,"Green room setup, Pittcon",pittcon_1960_h1-1-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2pk0dbg,"Green room setup, Pittcon",pittcon_1960_h1-2-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2js9nm6,"Green room setup, Pittcon",pittcon_1960_h1-3-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2f18wws,"Green room setup, Pittcon",pittcon_1960_h1-4-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n298855v,"Green room setup, Pittcon",pittcon_1960_h1-5-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n25h7df4,"Green room setup, Pittcon",pittcon_1960_h1-6-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n21v5c44,"Green room, Pittcon",pittcon_1960_h2-1-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2x34vnr,"Audience at opening ceremonies, Pittcon",pittcon_1960_h2-2-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2sb43xd,"Getting ready to speak, Pittcon",pittcon_1960_h2-3-n,1960,,,,,,Pittsburgh (Pa.)
https://calisphere.org/item/ark:/86086/n2nk3c63,"Getting ready to speak, Pittcon",pittcon_1960_h2-4-n,1960,,,,,,Pittsburgh (Pa.)
